,wheatfield,ranch,forest,mine,appleorchard,bakery,conveniencestore,cheesefactory,furniturefactory,fruitandveggiemarket,cafe,familyrestaurant,stadium,tvstation,businesscenter,trainstation,shoppingmall,amusementpark,radiotower,gold
17672,2,3,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,12
17673,5,1,0,3,0,2,1,1,0,2,4,1,1,1,1,1,1,1,1,18
17674,3,3,2,3,0,2,2,2,3,1,0,0,1,0,1,1,1,1,1,33
17675,2,5,1,2,1,1,1,5,2,0,0,1,1,1,1,1,1,1,1,65
17676,3,3,2,2,0,1,0,1,2,0,1,2,1,1,0,1,1,1,1,45
17677,2,3,0,4,1,2,1,3,2,2,0,0,1,1,1,1,1,1,1,22
17678,2,2,1,1,0,2,3,0,3,0,1,2,1,1,1,1,1,1,1,4
17679,4,1,4,2,2,1,0,1,3,2,4,1,1,1,1,1,1,1,1,17
17680,2,1,2,2,0,2,0,1,1,2,3,0,1,0,1,1,1,1,1,2
17681,4,2,1,0,0,1,2,0,0,0,2,3,0,1,0,1,1,1,1,0
17682,4,1,1,2,2,1,1,1,1,0,2,3,1,1,1,1,1,1,1,70
17683,3,2,1,3,1,2,2,1,1,1,0,3,1,1,1,1,1,1,1,30
17684,2,0,1,1,1,3,1,1,2,2,4,0,1,1,1,1,1,1,1,9
17685,2,0,2,0,1,3,3,0,1,0,2,2,1,1,1,1,1,1,1,44
17686,1,1,1,1,3,1,2,1,2,2,3,1,1,1,0,1,1,1,1,13
17687,1,2,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,15
17688,3,0,2,4,1,3,0,1,4,2,0,0,1,1,1,1,1,1,1,10
17689,4,1,1,1,1,4,0,0,0,1,3,1,0,1,0,1,1,1,1,13
17690,3,2,0,4,1,2,1,2,2,0,3,0,1,1,1,1,1,1,1,18
17691,4,1,2,3,2,4,2,0,1,0,0,0,1,1,1,1,1,1,1,29
17692,2,1,2,3,1,2,2,3,2,1,1,0,1,1,1,1,1,1,1,32
17693,5,0,2,1,0,1,1,1,1,3,3,0,1,1,1,1,1,1,1,0
17694,4,1,1,1,1,2,2,0,0,1,4,1,1,1,0,1,1,1,1,43
17695,4,1,2,3,1,1,1,1,2,2,2,0,1,1,1,1,1,1,1,22
17696,4,0,2,1,0,2,2,1,1,1,2,1,1,1,0,1,1,1,1,12
17697,1,1,2,2,2,4,3,0,2,2,1,0,1,1,1,1,1,1,1,7
17698,2,4,3,2,0,2,2,4,0,0,0,0,1,1,1,1,1,1,1,14
17699,2,3,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,18
17700,3,2,3,0,1,1,1,1,0,2,5,2,1,1,1,1,1,1,1,1
17701,3,1,2,3,1,4,1,0,2,0,1,2,1,1,1,1,1,1,1,15
17702,2,3,1,3,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,21
17703,2,1,3,2,3,4,1,0,3,0,0,0,1,1,1,1,1,1,1,23
17704,3,2,2,2,2,2,2,1,2,1,1,4,1,1,1,1,1,1,1,15
17705,4,2,1,2,0,3,1,0,1,2,0,2,1,0,0,1,1,1,1,32
17706,3,1,0,4,1,4,1,1,1,1,1,0,1,1,1,1,1,1,1,20
17707,3,3,0,2,2,3,1,0,1,0,1,0,0,1,1,1,1,1,1,7
17708,1,0,2,2,1,3,3,1,2,2,1,1,1,1,1,1,1,1,1,43
17709,3,1,1,2,2,4,1,1,1,1,0,3,1,1,1,1,1,1,1,57
17710,1,3,1,3,2,2,2,2,1,1,3,0,1,1,1,1,1,1,1,7
17711,3,0,0,3,1,3,1,0,1,1,2,2,0,1,0,1,1,1,1,1
17712,2,1,2,3,3,3,1,0,3,2,2,0,1,1,1,1,1,1,1,16
17713,2,1,2,2,1,2,2,1,0,1,4,3,1,1,1,1,1,1,1,8
17714,1,0,3,3,1,2,3,1,2,3,0,0,1,1,1,1,1,1,1,6
17715,2,2,3,3,1,2,2,0,4,1,0,0,1,1,1,1,1,1,1,6
17716,4,2,3,1,0,2,1,1,2,2,0,0,1,1,1,1,1,1,1,0
17717,3,0,1,3,2,3,1,1,0,2,1,1,1,1,1,1,1,1,1,15
17718,2,1,1,0,4,2,3,0,0,1,3,3,1,1,0,1,1,1,1,2
17719,4,1,0,4,2,1,4,1,2,1,0,0,1,1,1,1,1,1,1,7
17720,4,1,2,2,4,2,1,2,0,2,2,0,0,1,0,1,1,1,1,60
17721,2,2,1,0,1,1,2,3,0,2,3,3,1,1,1,1,1,1,1,4
17722,3,2,0,1,3,2,3,1,0,0,1,3,0,1,1,1,1,1,1,6
17723,3,1,3,1,2,2,2,0,2,1,1,1,1,0,0,1,1,1,1,10
17724,2,0,2,2,3,2,1,0,1,2,2,3,1,1,1,1,1,1,1,26
17725,3,4,1,2,0,2,1,4,1,1,1,0,1,1,1,1,1,1,1,11
17726,3,3,0,2,2,2,1,1,2,0,0,0,1,1,1,1,1,1,1,16
17727,2,2,2,2,1,2,3,0,1,0,3,0,0,1,1,1,1,1,1,7
17728,3,3,2,1,1,1,1,2,0,1,1,0,1,0,1,1,1,1,1,0
17729,3,2,0,1,2,2,1,2,2,1,3,3,1,1,1,1,1,1,1,12
17730,5,0,0,2,3,2,0,1,2,3,1,0,1,1,1,1,1,1,1,9
17731,4,1,2,2,2,2,0,1,2,2,2,0,1,0,1,1,1,1,1,0
17732,2,2,0,2,1,3,2,3,3,0,2,0,1,1,1,1,1,1,1,3
17733,4,2,1,2,0,2,3,1,1,3,0,1,1,1,1,1,1,1,1,4
17734,2,3,1,1,1,4,0,3,0,0,2,2,1,1,1,1,1,1,1,5
17735,1,0,1,2,1,3,3,3,1,0,1,5,1,1,1,1,1,1,1,113
17736,2,2,2,4,0,3,0,2,3,0,3,0,1,1,1,1,1,1,1,47
17737,4,2,4,2,2,1,1,1,2,0,1,0,1,1,1,1,1,1,1,9
17738,3,2,2,1,2,2,3,1,2,0,0,1,1,1,0,1,1,1,1,6
17739,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,31
17740,4,2,2,1,0,1,1,2,2,3,0,0,1,0,1,1,1,1,1,0
17741,3,1,2,2,1,4,2,1,1,2,1,0,1,1,1,1,1,1,1,24
17742,3,1,2,1,1,3,0,1,1,1,2,3,1,1,0,1,1,1,1,16
17743,2,1,2,1,1,2,0,2,1,3,3,2,1,1,1,1,1,1,1,6
17744,4,0,3,2,1,1,2,1,1,1,2,0,0,1,1,1,1,1,1,4
17745,2,3,1,1,3,1,2,0,1,2,2,1,1,1,1,1,1,1,1,18
17746,3,1,2,1,0,3,1,2,2,1,4,3,1,1,1,1,1,1,1,7
17747,3,2,2,1,2,1,1,3,0,1,1,0,1,1,1,1,1,1,1,28
17748,2,2,2,2,0,1,2,3,2,2,1,1,1,1,1,1,1,1,1,16
17749,4,1,0,0,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,12
17750,2,1,3,2,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,22
17751,3,3,1,2,2,3,1,4,1,0,2,1,1,0,1,1,1,1,1,4
17752,3,3,1,2,1,2,1,2,2,2,0,2,1,1,1,1,1,1,1,11
17753,2,2,0,2,3,1,3,1,0,2,1,0,1,0,1,1,1,1,1,13
17754,2,2,4,1,2,3,1,1,0,3,1,1,1,1,0,1,1,1,1,8
17755,3,1,1,3,2,3,1,1,1,1,1,3,1,1,1,1,1,1,1,53
17756,2,0,2,0,1,2,3,0,0,1,0,4,1,1,1,1,1,1,1,11
17757,3,0,0,6,2,2,3,1,3,0,0,0,1,1,1,1,1,1,1,99
17758,2,4,2,1,1,2,1,3,1,0,0,2,1,1,1,1,1,1,1,27
17759,1,1,1,1,3,3,2,1,2,1,0,3,1,1,1,1,1,1,1,12
17760,3,0,1,1,3,2,4,1,1,0,1,1,1,1,1,1,1,1,1,16
17761,2,2,1,2,3,3,1,2,0,2,2,1,1,1,1,1,1,1,1,3
17762,3,2,2,2,0,2,2,2,3,0,1,1,1,1,1,1,1,1,1,10
17763,2,2,3,0,0,2,0,1,3,0,3,3,1,0,0,1,1,1,1,16
17764,1,2,1,0,1,2,0,2,2,3,2,3,1,1,1,1,1,1,1,12
17765,3,0,2,2,1,3,2,0,2,2,2,3,1,1,1,1,1,1,1,33
17766,3,3,2,2,2,2,2,2,1,2,1,0,1,1,1,1,1,1,1,28
17767,2,0,3,1,2,3,1,0,3,2,0,2,0,1,1,1,1,1,1,13
17768,3,1,3,4,0,2,3,1,4,0,0,0,1,1,1,1,1,1,1,8
17769,3,2,0,1,2,2,0,1,0,2,4,2,1,1,1,1,1,1,1,14
17770,2,3,2,1,2,3,1,3,0,1,2,1,1,1,1,1,1,1,1,5
17771,3,2,3,0,2,2,2,2,2,0,0,1,1,0,1,1,1,1,1,1
17772,2,3,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,7
17773,2,5,1,2,3,1,0,1,1,2,1,2,1,1,0,1,1,1,1,9
17774,2,3,0,1,2,2,1,2,1,1,2,0,1,1,1,1,1,1,1,23
17775,2,3,1,3,0,4,1,0,2,2,1,0,1,0,0,1,1,1,1,5
17776,4,1,1,1,3,3,0,1,2,1,1,2,1,1,1,1,1,1,1,28
17777,3,3,0,1,1,1,3,1,3,1,1,2,1,1,0,1,1,1,1,8
17778,4,3,1,1,1,1,2,2,1,0,2,0,1,1,1,1,1,1,1,3
17779,3,2,2,0,1,3,0,2,1,2,1,3,1,1,1,1,1,1,1,18
17780,3,0,2,3,0,2,2,1,2,4,0,0,1,1,1,1,1,1,1,0
17781,3,5,1,3,3,1,2,4,0,0,0,0,1,1,1,1,1,1,1,0
17782,3,0,4,1,0,3,0,2,1,1,2,3,1,1,1,1,1,1,1,0
17783,4,3,1,2,0,1,3,1,2,1,1,0,0,0,1,1,1,1,1,0
17784,3,3,0,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,21
17785,4,0,2,1,2,2,3,2,2,0,0,1,1,1,1,1,1,1,1,43
17786,2,1,1,2,3,3,2,2,0,2,0,1,1,1,1,1,1,1,1,11
17787,4,1,3,2,3,1,1,2,1,0,2,1,1,1,0,1,1,1,1,91
17788,4,1,2,3,2,1,1,2,3,1,1,0,1,1,1,1,1,1,1,10
17789,2,1,3,1,0,3,1,0,2,1,3,5,1,1,1,1,1,1,1,14
17790,2,4,2,0,0,3,3,3,1,1,0,1,1,1,1,1,1,1,1,0
17791,3,2,2,2,0,4,1,1,2,1,2,0,1,1,0,1,1,1,1,4
17792,2,5,0,2,0,2,1,4,1,1,2,0,1,1,1,1,1,1,1,70
17793,2,2,3,0,0,2,2,1,0,0,1,1,0,1,1,1,1,1,1,7
17794,4,1,2,4,0,2,2,1,1,0,0,0,1,1,1,1,1,1,1,20
17795,3,1,1,3,2,3,1,2,1,1,2,0,1,1,1,1,1,1,1,3
17796,2,1,1,0,1,4,1,1,0,1,2,3,1,1,0,1,1,1,1,3
17797,2,1,3,3,1,3,1,1,2,1,0,0,1,1,1,1,1,1,1,7
17798,4,3,1,2,0,1,0,0,1,0,1,3,0,0,1,1,1,1,1,4
17799,4,0,2,3,0,1,2,2,4,0,1,0,1,1,1,1,1,1,1,22
17800,2,4,5,0,0,2,1,1,1,0,1,2,1,1,1,1,1,1,1,34
17801,2,2,2,2,1,1,1,2,1,2,2,0,1,1,1,1,1,1,1,18
17802,2,2,0,4,1,1,2,2,2,1,2,0,1,1,1,1,1,1,1,21
17803,2,3,1,0,1,2,2,0,3,1,1,0,0,1,0,1,1,1,1,16
17804,4,0,4,4,1,1,1,2,4,0,1,0,1,1,1,1,1,1,1,82
17805,6,0,0,4,1,4,1,0,2,0,0,0,1,1,1,1,1,1,1,15
17806,2,3,3,1,3,1,1,2,2,1,0,0,1,1,1,1,1,1,1,17
17807,2,3,0,2,3,2,2,0,2,0,0,3,1,1,1,1,1,1,1,17
17808,3,2,0,0,2,2,2,1,2,1,1,5,1,1,1,1,1,1,1,31
17809,2,2,3,2,0,2,2,1,2,2,1,0,1,1,1,1,1,1,1,16
17810,1,1,1,3,0,2,3,0,3,3,2,0,1,1,1,1,1,1,1,1
17811,1,2,1,1,0,4,4,2,0,1,3,1,1,1,1,1,1,1,1,23
17812,3,2,2,1,4,1,2,1,2,0,2,1,1,1,1,1,1,1,1,9
17813,3,0,2,2,0,2,1,2,3,0,3,1,1,1,1,1,1,1,1,3
17814,2,2,0,4,2,3,2,0,1,0,0,0,1,1,1,1,1,1,1,20
17815,2,0,1,0,1,1,3,1,3,2,2,1,1,1,0,1,1,1,1,18
17816,3,2,4,2,0,2,0,0,2,2,1,0,1,1,1,1,1,1,1,17
17817,2,1,0,0,2,2,3,2,0,0,2,3,1,1,1,1,1,1,1,21
17818,2,2,3,1,1,1,0,0,3,3,3,0,1,1,1,1,1,1,1,11
17819,3,1,2,2,1,3,2,0,1,2,2,1,1,1,1,1,1,1,1,13
17820,3,1,1,2,1,1,2,1,4,1,0,1,0,1,1,1,1,1,1,1
17821,4,1,2,3,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,66
17822,2,1,1,2,1,1,1,3,2,2,3,2,1,0,1,1,1,1,1,6
17823,4,1,3,0,1,3,1,0,0,2,0,1,1,1,1,1,1,1,1,1
17824,3,4,1,0,1,2,1,0,0,2,3,1,1,1,0,1,1,1,1,4
17825,2,1,4,1,0,2,3,2,1,3,2,1,1,1,1,1,1,1,1,15
17826,2,1,2,3,1,3,1,1,2,2,1,0,1,1,1,1,1,1,1,4
17827,4,1,0,1,3,3,1,1,2,1,3,2,1,1,1,1,1,1,1,0
17828,2,1,1,2,2,2,2,2,2,2,1,0,1,1,1,1,1,1,1,30
17829,2,3,2,1,1,3,0,0,5,1,1,1,1,0,1,1,1,1,1,20
17830,2,1,2,1,2,2,3,1,1,1,2,2,1,1,1,1,1,1,1,10
17831,3,0,1,0,0,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1
17832,3,4,1,1,1,2,1,2,0,1,3,0,1,1,1,1,1,1,1,16
17833,2,1,2,1,3,4,1,2,1,0,1,2,1,0,1,1,1,1,1,25
17834,4,1,2,2,0,2,2,2,2,2,0,1,0,1,1,1,1,1,1,0
17835,1,2,2,2,3,2,3,2,2,0,0,0,1,1,1,1,1,1,1,7
17836,3,2,2,2,4,2,1,1,1,0,1,1,1,1,1,1,1,1,1,21
17837,3,0,1,3,2,2,2,0,0,2,1,1,1,1,1,1,1,1,1,19
17838,3,1,2,1,1,2,0,2,2,3,3,0,1,0,0,1,1,1,1,14
17839,2,1,3,1,0,3,1,1,1,2,2,1,1,1,1,1,1,1,1,3
17840,1,2,3,4,1,3,1,3,2,0,2,0,1,1,1,1,1,1,1,12
17841,1,2,3,2,2,2,0,3,2,2,2,0,1,1,1,1,1,1,1,24
17842,2,1,3,3,1,2,3,1,1,0,0,0,1,1,1,1,1,1,1,12
17843,2,2,2,1,2,2,4,1,0,1,2,0,1,1,1,1,1,1,1,29
17844,3,2,1,4,3,2,2,0,1,2,1,1,1,1,1,1,1,1,1,13
17845,3,2,1,3,3,2,2,1,1,0,0,0,1,1,1,1,1,1,1,24
17846,2,3,0,2,1,2,3,0,1,1,1,0,1,1,1,1,1,1,1,0
17847,3,1,1,0,1,3,3,2,0,0,1,2,1,0,0,1,1,1,1,28
17848,3,3,2,4,0,2,1,0,3,0,0,0,1,1,1,1,1,1,1,62
17849,1,4,2,2,1,5,1,2,0,0,2,0,0,0,1,1,1,1,1,26
17850,1,2,2,2,0,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1
17851,4,2,3,3,2,2,1,2,1,0,0,0,1,1,1,1,1,1,1,49
17852,2,3,1,4,3,2,0,2,1,0,1,1,1,1,1,1,1,1,1,17
17853,2,0,2,2,3,3,2,1,1,2,1,0,1,1,0,1,1,1,1,2
17854,2,4,2,0,1,2,2,3,2,2,1,0,0,1,1,1,1,1,1,21
17855,3,1,1,3,1,2,1,2,2,2,2,0,1,1,1,1,1,1,1,18
17856,3,2,1,1,1,3,1,1,2,2,2,2,1,1,0,1,1,1,1,28
17857,3,2,0,3,3,2,1,1,2,0,0,4,1,1,1,1,1,1,1,8
17858,2,2,1,5,1,2,1,1,3,0,2,0,1,1,1,1,1,1,1,27
17859,4,1,3,0,4,1,1,3,0,1,2,1,0,1,1,1,1,1,1,6
17860,2,0,4,1,1,2,4,1,3,0,1,0,1,1,1,1,1,1,1,6
17861,4,1,2,0,2,2,2,0,1,0,2,1,1,1,1,1,1,1,1,5
17862,4,2,2,1,2,1,1,0,3,1,3,1,1,0,1,1,1,1,1,46
17863,1,2,2,0,1,3,3,1,2,1,1,2,1,1,1,1,1,1,1,18
17864,3,4,1,0,2,2,0,4,0,0,0,0,1,1,1,1,1,1,1,1
17865,4,1,2,1,2,3,0,1,0,0,0,0,1,0,1,1,1,1,1,15
17866,2,1,1,3,1,2,1,1,1,3,2,2,1,1,1,1,1,1,1,23
17867,3,1,2,0,2,2,1,1,0,1,2,4,1,1,0,1,1,1,1,22
17868,3,1,3,2,3,1,1,0,0,0,1,4,1,1,1,1,1,1,1,18
17869,4,2,2,1,2,2,0,1,4,1,0,1,1,1,1,1,1,1,1,4
17870,4,2,1,0,1,3,1,2,1,1,1,0,1,1,1,1,1,1,1,1
17871,4,2,2,2,3,2,1,2,1,0,0,1,0,1,1,1,1,1,1,20
17872,2,1,1,0,1,4,2,1,0,2,1,4,1,1,1,1,1,1,1,13
17873,3,2,2,2,1,1,2,3,0,1,1,1,1,0,1,1,1,1,1,4
17874,1,2,1,4,2,3,1,2,2,1,0,0,1,1,1,1,1,1,1,31
17875,2,2,3,2,2,1,1,3,2,0,1,2,0,0,1,1,1,1,1,0
17876,4,2,0,3,0,3,0,1,3,2,1,0,1,1,1,1,1,1,1,8
17877,2,0,3,1,0,3,1,1,2,2,2,3,1,1,1,1,1,1,1,8
17878,2,1,3,1,0,4,0,1,1,0,2,1,1,1,1,1,1,1,1,18
17879,2,1,3,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,5
17880,2,2,0,1,0,3,4,0,1,1,1,2,0,1,0,1,1,1,1,49
17881,2,3,2,4,2,3,1,0,3,0,0,1,1,1,1,1,1,1,1,50
17882,2,0,0,4,0,3,3,2,1,1,5,0,1,1,1,1,1,1,1,18
17883,2,2,2,0,2,1,0,0,3,2,1,3,0,1,1,1,1,1,1,29
17884,3,2,2,2,1,2,1,2,1,0,2,1,1,1,1,1,1,1,1,13
17885,2,2,1,4,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,78
17886,3,1,0,2,3,3,1,1,1,3,3,0,1,1,1,1,1,1,1,12
17887,1,1,1,2,1,1,4,2,0,1,4,1,1,1,1,1,1,1,1,5
17888,3,2,3,2,1,1,1,0,2,2,1,1,1,1,1,1,1,1,1,34
17889,2,2,1,3,1,2,2,2,1,0,1,0,1,1,1,1,1,1,1,3
17890,2,2,2,2,1,3,1,2,1,1,3,0,1,0,1,1,1,1,1,12
17891,2,1,1,2,2,5,0,2,2,1,2,0,1,1,0,1,1,1,1,14
17892,1,1,4,2,2,3,2,0,2,3,0,1,1,1,1,1,1,1,1,31
17893,2,1,2,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,28
17894,2,3,3,2,1,3,1,1,1,2,0,1,1,0,0,1,1,1,1,12
17895,1,2,2,0,3,2,2,3,1,1,2,1,1,1,1,1,1,1,1,11
17896,3,1,2,1,1,2,3,2,1,2,2,1,1,1,1,1,1,1,1,19
17897,3,2,2,3,3,2,2,4,1,0,0,0,1,1,1,1,1,1,1,7
17898,2,3,2,0,2,4,0,3,1,1,0,0,1,1,1,1,1,1,1,10
17899,4,2,3,2,1,3,1,1,2,0,1,1,1,1,1,1,1,1,1,28
17900,4,2,1,2,0,1,3,1,0,1,1,1,1,1,0,1,1,1,1,6
17901,4,1,1,0,1,3,3,2,0,1,1,3,1,0,1,1,1,1,1,4
17902,2,2,2,0,3,3,2,1,0,3,1,1,1,0,1,1,1,1,1,2
17903,3,0,1,0,4,3,1,2,0,4,2,0,1,1,1,1,1,1,1,37
17904,2,2,1,3,2,2,1,0,1,4,1,0,1,1,1,1,1,1,1,47
17905,2,3,2,3,4,3,0,1,1,0,1,0,0,1,1,1,1,1,1,39
17906,2,1,4,1,3,1,1,3,2,2,2,0,1,1,1,1,1,1,1,7
17907,4,2,3,3,2,2,0,2,1,0,0,0,1,1,1,1,1,1,1,10
17908,3,1,0,1,1,4,2,2,2,1,2,1,1,0,1,1,1,1,1,7
17909,3,2,1,3,2,2,2,1,1,0,2,0,1,1,1,1,1,1,1,3
17910,2,4,2,0,0,2,3,4,1,0,0,1,1,1,1,1,1,1,1,5
17911,2,1,1,1,2,2,2,0,1,2,4,2,1,1,1,1,1,1,1,12
17912,4,1,2,4,0,3,1,1,4,1,0,0,1,1,1,1,1,1,1,3
17913,1,1,2,1,3,3,1,0,2,4,1,1,1,1,1,1,1,1,1,0
17914,1,2,1,2,1,3,3,1,0,1,2,2,1,1,0,1,1,1,1,7
17915,1,2,1,2,2,3,1,1,2,2,2,0,1,1,1,1,1,1,1,3
17916,3,1,1,2,1,3,2,2,3,2,0,1,1,1,1,1,1,1,1,22
17917,3,0,2,3,1,3,1,1,2,1,1,1,1,0,1,1,1,1,1,21
17918,2,2,0,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,3
17919,1,2,2,1,2,2,1,0,1,2,2,2,1,1,1,1,1,1,1,6
17920,3,3,2,3,1,2,1,0,2,0,1,0,1,1,1,1,1,1,1,58
17921,2,1,2,1,0,2,0,3,2,1,4,2,0,1,0,1,1,1,1,9
17922,5,1,1,2,2,2,0,0,1,1,2,1,1,1,1,1,1,1,1,35
17923,2,3,1,1,0,4,2,1,2,1,0,2,0,1,0,1,1,1,1,17
17924,1,2,2,2,0,3,0,0,2,2,1,2,1,1,1,1,1,1,1,6
17925,4,1,1,0,3,3,1,2,0,3,3,0,1,1,1,1,1,1,1,60
17926,2,0,2,1,1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,2
17927,3,3,1,2,1,2,2,1,2,1,0,0,1,1,1,1,1,1,1,7
17928,3,0,0,1,1,2,1,1,2,3,3,1,1,1,1,1,1,1,1,10
17929,3,3,2,2,0,2,0,4,0,1,1,0,1,1,1,1,1,1,1,35
17930,4,0,2,3,0,3,2,3,2,0,1,0,0,1,1,1,1,1,1,9
17931,3,1,3,1,2,3,2,1,0,1,1,2,1,1,1,1,1,1,1,2
17932,2,2,3,2,2,2,1,3,0,1,2,1,0,1,0,1,1,1,1,20
17933,2,1,4,0,1,2,1,0,2,0,4,0,1,1,1,1,1,1,1,32
17934,3,1,3,2,1,2,1,2,2,1,0,1,1,1,0,1,1,1,1,1
17935,3,0,1,0,2,6,3,2,0,0,0,2,1,1,1,1,1,1,1,8
17936,3,0,3,3,0,1,2,1,3,1,1,1,1,1,1,1,1,1,1,36
17937,2,1,0,1,2,2,3,1,0,2,3,1,1,1,0,1,1,1,1,7
17938,1,3,1,1,0,3,2,2,2,1,2,1,1,0,1,1,1,1,1,20
17939,4,2,1,1,1,2,0,3,1,1,2,0,1,1,1,1,1,1,1,3
17940,3,0,2,0,0,4,1,0,2,2,3,2,1,1,1,1,1,1,1,0
17941,2,1,1,4,3,3,2,1,1,1,1,0,1,1,1,1,1,1,1,11
17942,2,2,2,0,1,3,2,1,2,2,0,4,0,1,1,1,1,1,1,4
17943,2,3,2,0,1,3,0,3,0,2,1,2,1,1,1,1,1,1,1,13
17944,2,1,2,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,49
17945,2,4,2,1,2,1,2,3,0,1,1,0,1,1,1,1,1,1,1,43
17946,3,2,2,1,0,2,2,2,0,2,2,1,1,0,0,1,1,1,1,1
17947,3,1,2,3,3,2,2,1,1,0,0,0,1,1,1,1,1,1,1,49
17948,3,2,2,4,1,1,1,3,3,0,3,0,1,1,1,1,1,1,1,21
17949,1,1,3,3,1,2,2,2,2,1,2,0,1,1,1,1,1,1,1,8
17950,2,2,3,2,3,2,1,1,1,2,0,0,1,1,1,1,1,1,1,12
17951,3,1,4,2,2,1,1,0,1,3,1,1,1,0,1,1,1,1,1,6
17952,4,2,1,2,2,1,0,2,1,2,3,0,1,1,1,1,1,1,1,6
17953,3,3,1,1,3,1,0,0,0,0,3,2,0,1,1,1,1,1,1,30
17954,2,1,2,2,3,3,1,0,3,2,0,1,1,1,1,1,1,1,1,13
17955,2,3,2,4,3,1,1,2,1,1,0,0,1,1,1,1,1,1,1,37
17956,3,1,3,2,2,3,0,2,1,1,1,2,1,1,1,1,1,1,1,12
17957,3,1,0,2,3,3,2,1,1,0,1,2,1,1,1,1,1,1,1,0
17958,1,3,0,2,1,3,2,2,1,1,0,4,1,1,0,1,1,1,1,25
17959,2,2,3,1,2,2,0,0,2,2,2,2,1,1,1,1,1,1,1,46
17960,2,3,1,1,0,1,2,0,2,0,1,1,1,1,1,1,1,1,1,26
17961,4,0,2,3,2,2,0,1,4,0,0,0,1,1,1,1,1,1,1,2
17962,2,1,2,1,3,2,1,1,1,1,2,4,1,1,1,1,1,1,1,8
17963,1,3,3,1,3,2,3,0,1,0,2,2,1,1,0,1,1,1,1,16
17964,1,3,0,0,0,4,1,2,0,1,1,0,1,1,1,1,1,1,1,0
17965,4,0,0,4,1,4,3,1,1,0,0,0,1,1,1,1,1,1,1,1
17966,3,1,2,2,4,1,0,1,2,1,2,1,1,1,1,1,1,1,1,10
17967,1,2,1,1,2,4,1,1,2,2,1,2,1,1,1,1,1,1,1,7
17968,2,2,2,5,2,2,2,1,2,2,1,0,1,1,1,1,1,1,1,33
17969,3,2,3,0,1,2,2,0,2,1,2,3,1,1,1,1,1,1,1,11
17970,2,2,0,2,2,3,0,1,1,2,2,2,1,0,1,1,1,1,1,22
17971,2,0,2,0,2,4,1,1,1,1,2,2,0,0,1,1,1,1,1,0
17972,1,3,1,3,2,2,2,3,0,0,2,2,1,1,1,1,1,1,1,34
17973,2,2,3,1,2,2,1,1,1,3,3,1,1,1,1,1,1,1,1,18
17974,4,1,2,3,1,2,0,1,4,1,0,0,1,1,1,1,1,1,1,27
17975,2,2,2,2,0,1,1,0,2,2,1,1,1,1,1,1,1,1,1,8
17976,3,3,2,2,0,1,2,2,2,0,2,0,1,1,1,1,1,1,1,43
17977,2,3,3,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,4
17978,1,4,2,2,2,2,3,4,2,0,0,0,1,1,1,1,1,1,1,7
17979,3,1,0,1,3,3,1,0,1,2,1,1,1,1,1,1,1,1,1,1
17980,1,0,2,4,1,3,3,1,2,1,2,2,1,1,1,1,1,1,1,3
17981,2,2,3,0,1,4,1,0,0,0,2,1,1,1,1,1,1,1,1,14
17982,2,2,2,2,1,1,3,2,2,2,1,1,1,0,1,1,1,1,1,15
17983,3,1,3,0,0,2,2,2,0,1,1,2,0,1,1,1,1,1,1,0
17984,3,4,1,1,1,2,1,2,2,2,0,1,0,1,0,1,1,1,1,0
17985,1,1,2,3,1,3,1,1,1,0,3,1,1,1,1,1,1,1,1,10
17986,3,3,2,1,2,2,0,1,1,1,2,1,1,1,1,1,1,1,1,52
17987,3,2,2,0,0,1,2,1,1,0,3,0,1,1,1,1,1,1,1,5
17988,1,2,0,0,1,4,1,1,0,4,2,1,1,1,1,1,1,1,1,7
17989,3,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2
17990,1,2,1,0,1,2,3,0,0,2,2,2,1,1,0,1,1,1,1,0
17991,1,2,2,2,1,2,3,0,1,2,2,1,1,1,1,1,1,1,1,1
17992,4,1,3,0,2,2,2,1,1,0,0,1,1,1,0,1,1,1,1,10
17993,4,2,2,3,3,1,1,1,2,0,0,0,1,1,1,1,1,1,1,29
